object,snr,noise_seed,mode,n_valid,n_null,mean,sd,median,q1,q3,iqr,min,max
E_noise,5,8128,,2158,0,1.112140024400387e-15,1.924412764551278e-16,1.0845924071355491e-15,9.725778273938999e-16,1.2242041923981084e-15,2.5162636500420855e-16,6.750835955539508e-16,1.994594718199696e-15
E_input,5,8128,,2158,0,1.038034999030906e-06,6.756517032825598e-07,9.097813055566271e-07,5.927534598105114e-07,1.3208166714443098e-06,7.280632116337984e-07,1.893195881260877e-08,8.96904821219036e-06
I_noise,5,8128,,2158,0,0.37430077341386364,0.008719867332945214,0.3741762655540209,0.3684311490464359,0.3801765407826467,0.011745391736210753,0.34622078735964845,0.40167365990441345
I_input,5,8128,,2158,0,0.0899354529898527,0.002241544330516619,0.08990220528424661,0.08845128608717466,0.09146081095167967,0.0030095248645050088,0.08220831380388147,0.09743224255966541
S_noise,5,8128,S_00,2158,0,0.4528198855575955,0.008764049481836218,0.4528418150658145,0.44678791825175934,0.45878627939200467,0.011998361140245328,0.42481906774747713,0.48463836461170373
S_input,5,8128,S_00,2158,0,0.10880574629276828,0.002226495495054791,0.10884202702863166,0.10727348874211545,0.11034108994648821,0.003067601204372758,0.10186377475320892,0.11738753173296265
S_noise,5,8128,S_01,2158,0,0.31380502884405703,0.009475940710146073,0.3138041143628262,0.30709393709382804,0.32024738456252627,0.013153447468698232,0.28478440806400496,0.35198055970301567
S_input,5,8128,S_01,2158,0,0.07539639390064366,0.002353214058153195,0.07540509633600506,0.07377174509585281,0.07694432995740558,0.0031725848615527658,0.06815179499307869,0.08378760450342597
S_noise,5,8128,S_02,2158,0,0.23149961587354137,0.009169662967885293,0.23134235299512484,0.2253864488575494,0.23780541556429768,0.012418966706748275,0.19369852165012097,0.2624489641933954
S_input,5,8128,S_02,2158,0,0.055621202782667224,0.0022674594754355302,0.055588337940491894,0.05408350645531719,0.05717073263657662,0.0030872261812594295,0.046539343549964016,0.0636443248835443
S_noise,5,8128,S_03,2158,0,0.5557534029760772,0.009898647867275848,0.5559934375156597,0.5488968632655788,0.5624437087083344,0.013546845442755528,0.5236868080478064,0.5921514622742534
S_input,5,8128,S_03,2158,0,0.13354149934666892,0.002521875801028239,0.13355616671087725,0.13185793324263267,0.1352061140766001,0.003348180833967429,0.1250993903198461,0.14277216745642138
S_noise,5,8128,S_04,2158,0,0.49915889226751803,0.008962419058633037,0.4992496008329421,0.49292796468522226,0.5051608703510735,0.012232905665851224,0.46993017773837203,0.5314114764003842
S_input,5,8128,S_04,2158,0,0.11994053960726525,0.0022923040178261436,0.11998604063220861,0.11838282166436595,0.1215043743618954,0.0031215526975294505,0.1124012886564729,0.12899445511913082
