kind,condition,frequency,power
bandpass,covariance,12.890625,0.00013028580343160226
bandpass,covariance,13.28125,0.00012690493529935053
bandpass,covariance,13.671875,0.0001354815416014969
bandpass,covariance,14.0625,0.00013547350850742347
bandpass,covariance,14.453125,0.00013101702101814356
bandpass,covariance,14.84375,0.00012959470421959013
bandpass,covariance,15.234375,0.00013207381612436307
bandpass,covariance,15.625,0.00013224090225416322
bandpass,covariance,16.015625,0.0001363839811733741
bandpass,covariance,16.40625,0.0001358658156750829
bandpass,covariance,16.796875,0.0001333466870235661
bandpass,covariance,17.1875,0.00013270078422896681
bandpass,covariance,17.578125,0.00013597655540972795
bandpass,covariance,17.96875,0.00013808524956358863
bandpass,covariance,18.359375,0.0001313369474149134
bandpass,covariance,18.75,0.00013510297594405605
bandpass,covariance,19.140625,0.00013602713303339804
bandpass,covariance,19.53125,0.00013320896061404366
bandpass,covariance,19.921875,0.00013326422800020651
bandpass,covariance,20.3125,0.0001345237443730283
bandpass,covariance,20.703125,0.0001377728654325701
bandpass,covariance,21.09375,0.00013260298696617312
bandpass,covariance,21.484375,0.00013192289465302183
bandpass,covariance,21.875,0.00013145321845833437
bandpass,covariance,22.265625,0.00013646963466627823
bandpass,covariance,22.65625,0.00013649131247176177
bandpass,covariance,23.046875,0.0001319076657533441
bandpass,covariance,23.4375,0.00012905959225239863
bandpass,covariance,23.828125,0.00013192504471987125
bandpass,covariance,24.21875,0.00013258009223506977
bandpass,covariance,24.609375,0.00013134553789326682
bandpass,covariance,25.0,0.00012950186269912738
bandpass,covariance,25.390625,0.0001297257156906334
bandpass,covariance,25.78125,0.00013074703583722125
bandpass,covariance,26.171875,0.00012846825344849862
bandpass,covariance,26.5625,0.00012993455742507282
bandpass,covariance,26.953125,0.00013374698452673885
bandpass,covariance,27.34375,0.00013406242170348697
bandpass,covariance,27.734375,0.00013261100513991972
bandpass,covariance,28.125,0.00013483352503679296
bandpass,covariance,28.515625,0.00013729371858317663
bandpass,covariance,28.90625,0.00013383366283704716
bandpass,covariance,29.296875,0.00013421618160966146
bandpass,covariance,29.6875,0.00013668357353762572
bandpass,covariance,30.078125,0.00013347937814873998
bandpass,covariance,30.46875,0.0001330102513270338
bandpass,covariance,30.859375,0.00013122159320366004
bandpass,covariance,31.25,0.0001270190734775963
bandpass,covariance,31.640625,0.00012764662039668883
bandpass,covariance,32.03125,0.0001383725026612348
bandpass,covariance,32.421875,0.00013529442928782704
bandpass,covariance,32.8125,0.00013206587486641768
bandpass,covariance,33.203125,0.00013604251925154374
bandpass,covariance,33.59375,0.0001394425362336137
bandpass,covariance,33.984375,0.00013555637276447538
bandpass,covariance,34.375,0.00013363803996822344
bandpass,covariance,34.765625,0.00013718654024817033
bandpass,covariance,35.15625,0.0001393255929492559
bandpass,covariance,35.546875,0.0001304614555306994
bandpass,covariance,35.9375,0.0001269948935998078
bandpass,covariance,36.328125,0.00012908838912307883
bandpass,covariance,36.71875,0.00012738999785797398
bandpass,covariance,37.109375,0.00012959702695341407
bandpass,covariance,37.5,0.00013405247555641603
bandpass,covariance,37.890625,0.00013401856936797908
bandpass,covariance,38.28125,0.00013648198362300177
bandpass,covariance,38.671875,0.00013929335081282797
bandpass,covariance,39.0625,0.00013662057196811236
bandpass,covariance,39.453125,0.00012823719815590202
bandpass,covariance,39.84375,0.0001028015140871502
bandpass,covariance,40.234375,2.6951047584026688e-05
bandpass,covariance,40.625,3.7852853194190017e-07
bandpass,covariance,41.015625,1.390873028541642e-08
bandpass,covariance,41.40625,2.1315360141901207e-09
bandpass,covariance,41.796875,5.598583880836941e-10
bandpass,covariance,42.1875,1.970172401055979e-10
bandpass,covariance,42.578125,8.3456009879417e-11
bandpass,covariance,42.96875,4.020213906545515e-11
bandpass,covariance,43.359375,2.128797138107349e-11
bandpass,covariance,43.75,1.2122317936273375e-11
bandpass,covariance,44.140625,7.312955505121555e-12
bandpass,covariance,44.53125,4.6240597640159376e-12
bandpass,covariance,44.921875,3.0407938255052666e-12
bandpass,covariance,45.3125,2.0675848066935216e-12
bandpass,covariance,45.703125,1.4473684982237186e-12
bandpass,covariance,46.09375,1.0398636949635389e-12
bandpass,covariance,46.484375,7.651440146231145e-13
bandpass,covariance,46.875,5.759551039860315e-13
bandpass,covariance,47.265625,4.43458133252171e-13
bandpass,covariance,47.65625,3.495729293188973e-13
bandpass,covariance,48.046875,2.8271328130154964e-13
bandpass,covariance,48.4375,2.3533645553734756e-13
bandpass,covariance,48.828125,2.0249889568835523e-13
bandpass,covariance,49.21875,1.8098991578779234e-13
bandpass,covariance,49.609375,1.6881021433050024e-13
bandpass,covariance,50.0,8.243313870322994e-14
bw,independent,0.0,0.00025262223903784175
bw,independent,0.390625,0.0017571464271529896
bw,independent,0.78125,0.0002867343512125762
bw,independent,1.171875,4.2874827766299654e-05
bw,independent,1.5625,8.805634994536675e-06
bw,independent,1.953125,4.556895860870755e-06
bw,independent,2.34375,2.393764912021798e-06
bw,independent,2.734375,2.086430876883202e-06
bw,independent,3.125,1.6538463704967349e-06
bw,independent,3.515625,9.353205106507728e-07
bw,independent,3.90625,8.390376756640664e-07
bw,independent,4.296875,8.091449874498094e-07
bw,independent,4.6875,7.975441984076717e-07
bw,independent,5.078125,8.34627442097325e-07
bw,independent,5.46875,7.863060019468452e-07
bw,independent,5.859375,5.70144169494154e-07
bw,independent,6.25,4.400375407260931e-07
bw,independent,6.640625,3.780879575617458e-07
bw,independent,7.03125,3.206020228451317e-07
bw,independent,7.421875,2.923373742886062e-07
bw,independent,7.8125,3.1907852425376166e-07
bw,independent,8.203125,3.0907227003430084e-07
bw,independent,8.59375,2.7386928174407693e-07
bw,independent,8.984375,2.4458565512305696e-07
bw,independent,9.375,2.326963581804912e-07
bw,independent,9.765625,2.9181973529658596e-07
bw,independent,10.15625,2.851335944872638e-07
bw,independent,10.546875,2.6578362516545625e-07
bw,independent,10.9375,2.8503702523126485e-07
bw,independent,11.328125,2.5202397068164273e-07
bw,independent,11.71875,2.5296472881871855e-07
bw,independent,12.109375,2.7450895932349366e-07
bw,independent,12.5,2.9256123804063827e-07
bw,independent,12.890625,3.6978079437821947e-07
bw,independent,13.28125,3.86210939032126e-07
bw,independent,13.671875,3.5433263847893536e-07
bw,independent,14.0625,3.6958153228509404e-07
bw,independent,14.453125,3.951269720472799e-07
bw,independent,14.84375,3.7450012816719526e-07
bw,independent,15.234375,4.2275862988650475e-07
bw,independent,15.625,3.484786688853027e-07
bw,independent,16.015625,3.6785580360351874e-07
bw,independent,16.40625,3.9336644458472675e-07
bw,independent,16.796875,3.5390677833029106e-07
bw,independent,17.1875,3.1617030261192147e-07
bw,independent,17.578125,2.861762035928241e-07
bw,independent,17.96875,2.7053698741241755e-07
bw,independent,18.359375,2.625040725574241e-07
bw,independent,18.75,2.4583279546489784e-07
bw,independent,19.140625,2.484845570778533e-07
bw,independent,19.53125,2.595634950263355e-07
bw,independent,19.921875,2.5013114496727176e-07
bw,independent,20.3125,2.0907640015305965e-07
bw,independent,20.703125,2.1013265103316271e-07
bw,independent,21.09375,2.4233021326392806e-07
bw,independent,21.484375,2.554953340084009e-07
bw,independent,21.875,2.365774030063727e-07
bw,independent,22.265625,2.200970814195668e-07
bw,independent,22.65625,2.6672785804398586e-07
bw,independent,23.046875,2.636930611913005e-07
