distribution_index,model,kind,snr,active,noise_seed,training_seed,n_fixed_training_seeds,outcome,lhs,rhs,metric,point,ci95_low,ci95_high,n_bootstrap,n_valid,n_invalid,ci_method,conditioning
89,resnet,bandpass,20,all,8128,43,1,absolute,independent_rms,,auroc_HYP,0.8898142332592521,0.869184145714287,0.9100190372989443,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
90,resnet,bandpass,20,all,8128,mean_fixed_seeds,3,absolute,independent_rms,,macro_auroc,0.9069156054003056,0.899200293574495,0.9141814154515048,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
91,resnet,bandpass,20,all,8128,mean_fixed_seeds,3,absolute,independent_rms,,auroc_NORM,0.9325486515726221,0.921799291966022,0.9420686235897493,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
92,resnet,bandpass,20,all,8128,mean_fixed_seeds,3,absolute,independent_rms,,auroc_MI,0.8889333634856023,0.8738687099882874,0.9028799899351461,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
93,resnet,bandpass,20,all,8128,mean_fixed_seeds,3,absolute,independent_rms,,auroc_STTC,0.9233257941453848,0.9116805410038873,0.9351809546320778,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
94,resnet,bandpass,20,all,8128,mean_fixed_seeds,3,absolute,independent_rms,,auroc_CD,0.8977026804083693,0.8800829494246827,0.914140941170823,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
95,resnet,bandpass,20,all,8128,mean_fixed_seeds,3,absolute,independent_rms,,auroc_HYP,0.8920675373895492,0.8710754430876988,0.9113593334516101,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
96,resnet,bandpass,20,all,8128,17,1,clean_drop,clean,independent_rms,macro_auroc,0.0013503999206128103,0.0005448169926927149,0.0021255849901039873,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
97,resnet,bandpass,20,all,8128,17,1,clean_drop,clean,independent_rms,auroc_NORM,0.0009793314998023384,2.5261298200665584e-05,0.001986485523365006,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
98,resnet,bandpass,20,all,8128,17,1,clean_drop,clean,independent_rms,auroc_MI,0.0016044776119402693,0.00019455881744642468,0.0030465631392088237,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
99,resnet,bandpass,20,all,8128,17,1,clean_drop,clean,independent_rms,auroc_STTC,0.0008172339035992238,-0.0005813553672750881,0.002121043694974372,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
100,resnet,bandpass,20,all,8128,17,1,clean_drop,clean,independent_rms,auroc_CD,0.0011184542525523034,-0.0007636546818733187,0.0029823141974634057,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
101,resnet,bandpass,20,all,8128,17,1,clean_drop,clean,independent_rms,auroc_HYP,0.002232502335169251,0.00034366024075978274,0.004055549256400897,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
102,resnet,bandpass,20,all,8128,29,1,clean_drop,clean,independent_rms,macro_auroc,0.0007865556357689041,0.0001526031016961138,0.001414376767277156,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
103,resnet,bandpass,20,all,8128,29,1,clean_drop,clean,independent_rms,auroc_NORM,0.0012930304096768763,0.00040648241834006783,0.002202049667328054,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
104,resnet,bandpass,20,all,8128,29,1,clean_drop,clean,independent_rms,auroc_MI,0.002376752600633303,0.0009767215781201794,0.003784648395849024,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
105,resnet,bandpass,20,all,8128,29,1,clean_drop,clean,independent_rms,auroc_STTC,0.0011537419815519367,0.0001784575812237149,0.0021542802409669965,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
106,resnet,bandpass,20,all,8128,29,1,clean_drop,clean,independent_rms,auroc_CD,-0.0006914521951787433,-0.0022208016608723123,0.0008706677148366473,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
107,resnet,bandpass,20,all,8128,29,1,clean_drop,clean,independent_rms,auroc_HYP,-0.0001992946178375199,-0.0015981415806988392,0.0010706443657854696,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
108,resnet,bandpass,20,all,8128,43,1,clean_drop,clean,independent_rms,macro_auroc,0.0006202935088091,-0.00013457497962506557,0.0013516598715545833,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
109,resnet,bandpass,20,all,8128,43,1,clean_drop,clean,independent_rms,auroc_NORM,0.0008020612017014539,-0.0002810984930217586,0.001898757798686162,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
110,resnet,bandpass,20,all,8128,43,1,clean_drop,clean,independent_rms,auroc_MI,0.00046246042514697105,-0.0010521243708343036,0.0018986005140147742,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
111,resnet,bandpass,20,all,8128,43,1,clean_drop,clean,independent_rms,auroc_STTC,0.0003130580376771164,-0.0009591627723188722,0.0016279714661269894,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
112,resnet,bandpass,20,all,8128,43,1,clean_drop,clean,independent_rms,auroc_CD,0.001211860952602839,-0.0007597030631181417,0.0031604521657445516,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
113,resnet,bandpass,20,all,8128,43,1,clean_drop,clean,independent_rms,auroc_HYP,0.00031202692691723044,-0.0011809244186404666,0.0017613842965902063,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
114,resnet,bandpass,20,all,8128,mean_fixed_seeds,3,clean_drop,clean,independent_rms,macro_auroc,0.0009190830217302715,0.0004645768400290055,0.0013696938493079484,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
115,resnet,bandpass,20,all,8128,mean_fixed_seeds,3,clean_drop,clean,independent_rms,auroc_NORM,0.0010248077037268895,0.0003882965383671305,0.0016851580803221254,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
116,resnet,bandpass,20,all,8128,mean_fixed_seeds,3,clean_drop,clean,independent_rms,auroc_MI,0.0014812302125735144,0.0005905813706415658,0.002340793128031292,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
117,resnet,bandpass,20,all,8128,mean_fixed_seeds,3,clean_drop,clean,independent_rms,auroc_STTC,0.000761344640942759,-3.3676672333413085e-05,0.0015427011097117718,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
118,resnet,bandpass,20,all,8128,mean_fixed_seeds,3,clean_drop,clean,independent_rms,auroc_CD,0.000546287669992133,-0.0005597818575517739,0.0016301529085594071,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
119,resnet,bandpass,20,all,8128,mean_fixed_seeds,3,clean_drop,clean,independent_rms,auroc_HYP,0.0007817448814163205,-0.00024559751668790466,0.00175269200283935,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
120,resnet,bandpass,20,all,8128,17,1,absolute,electrode,,macro_auroc,0.9049050830317009,0.8962713866576016,0.9127483309069105,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
121,resnet,bandpass,20,all,8128,17,1,absolute,electrode,,auroc_NORM,0.9328241157123182,0.9214370210477162,0.9429649880034628,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
122,resnet,bandpass,20,all,8128,17,1,absolute,electrode,,auroc_MI,0.8843781094527363,0.8672467969997328,0.9000701891027376,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
123,resnet,bandpass,20,all,8128,17,1,absolute,electrode,,auroc_STTC,0.9178005738224856,0.9049466352944534,0.9307471863254466,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
124,resnet,bandpass,20,all,8128,17,1,absolute,electrode,,auroc_CD,0.9001955475330926,0.8810904169351697,0.9176424221596717,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
125,resnet,bandpass,20,all,8128,17,1,absolute,electrode,,auroc_HYP,0.8893270686378716,0.8668173474012456,0.9090904069683969,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
126,resnet,bandpass,20,all,8128,29,1,absolute,electrode,,macro_auroc,0.9068731643539477,0.89874239519835,0.9149187218138988,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
127,resnet,bandpass,20,all,8128,29,1,absolute,electrode,,auroc_NORM,0.9296697471725822,0.9181087799588485,0.9401582270543949,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
128,resnet,bandpass,20,all,8128,29,1,absolute,electrode,,auroc_MI,0.8851763907734057,0.8672033687178524,0.9017064329136253,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
129,resnet,bandpass,20,all,8128,29,1,absolute,electrode,,auroc_STTC,0.9258615251671695,0.9129252941270628,0.9383811732592094,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
130,resnet,bandpass,20,all,8128,29,1,absolute,electrode,,auroc_CD,0.896616979154536,0.8781888015800816,0.9142518062651165,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
131,resnet,bandpass,20,all,8128,29,1,absolute,electrode,,auroc_HYP,0.8970411795020453,0.8749774293023634,0.917048547504954,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
132,resnet,bandpass,20,all,8128,43,1,absolute,electrode,,macro_auroc,0.9073884955920288,0.8992452125439951,0.9153782148481318,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
133,resnet,bandpass,20,all,8128,43,1,absolute,electrode,,auroc_NORM,0.9335975008363856,0.922945623940271,0.9435319115828297,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
134,resnet,bandpass,20,all,8128,43,1,absolute,electrode,,auroc_MI,0.8954059249208502,0.8799593785043188,0.9101609342972017,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
135,resnet,bandpass,20,all,8128,43,1,absolute,electrode,,auroc_STTC,0.9248391034111602,0.9118733386098091,0.9369584890786417,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
136,resnet,bandpass,20,all,8128,43,1,absolute,electrode,,auroc_CD,0.8936218993827879,0.8739914773761281,0.9121201752061141,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
137,resnet,bandpass,20,all,8128,43,1,absolute,electrode,,auroc_HYP,0.8894780494089606,0.8690805736730625,0.9096226282005923,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
138,resnet,bandpass,20,all,8128,mean_fixed_seeds,3,absolute,electrode,,macro_auroc,0.9063889143258925,0.8986512552528644,0.9137308207824923,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
139,resnet,bandpass,20,all,8128,mean_fixed_seeds,3,absolute,electrode,,auroc_NORM,0.932030454573762,0.921082052669866,0.9416749474648884,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
