model,kind,snr,condition,active,metric,n_seeds,mean,std,ci95_low,ci95_high
resnet,bandpass,0,independent_rms,all,mean_confidence,1,0.7197540402412415,,,
resnet,bandpass,0,independent_rms,all,mean_entropy,1,0.5128302909236013,,,
resnet,bandpass,0,independent_rms,all,clean_agreement,1,0.658,,,
resnet,bandpass,0,independent_rms,all,probability_shift,1,0.1210455447435379,,,
resnet,bandpass,0,independent_rms,all,auroc_NORM,1,0.6342537014805922,,,
resnet,bandpass,0,independent_rms,all,auroc_MI,1,0.4528914879792073,,,
resnet,bandpass,0,independent_rms,all,auroc_STTC,1,0.3695436507936508,,,
resnet,bandpass,0,independent_rms,all,auroc_CD,1,0.5763403263403263,,,
resnet,bandpass,0,independent_rms,all,auroc_HYP,1,0.8566666666666668,,,
resnet,bandpass,0,independent_rms,all,ap_NORM,1,0.5696962781542646,,,
resnet,bandpass,0,independent_rms,all,ap_MI,1,0.1939767895895266,,,
resnet,bandpass,0,independent_rms,all,ap_STTC,1,0.2292069637696248,,,
resnet,bandpass,0,independent_rms,all,ap_CD,1,0.2964359754511227,,,
resnet,bandpass,0,independent_rms,all,ap_HYP,1,0.5599224053550567,,,
resnet,bandpass,0,independent_rms,all,f1_NORM,1,0.5842696629213483,,,
resnet,bandpass,0,independent_rms,all,f1_MI,1,0.2272727272727272,,,
resnet,bandpass,0,independent_rms,all,f1_STTC,1,0.3826086956521739,,,
resnet,bandpass,0,independent_rms,all,f1_CD,1,0.3783783783783784,,,
resnet,bandpass,0,independent_rms,all,f1_HYP,1,0.3396226415094339,,,
resnet,bandpass,10,covariance,RA,macro_auroc,1,0.6336659810886555,,,
resnet,bandpass,10,covariance,RA,macro_ap,1,0.4284810643407587,,,
resnet,bandpass,10,covariance,RA,macro_f1,1,0.4094067047817048,,,
resnet,bandpass,10,covariance,RA,micro_auroc,1,0.4448924731182795,,,
resnet,bandpass,10,covariance,RA,micro_ap,1,0.2703177070013182,,,
resnet,bandpass,10,covariance,RA,micro_f1,1,0.4695121951219512,,,
resnet,bandpass,10,covariance,RA,brier,1,0.2620027363300323,,,
resnet,bandpass,10,covariance,RA,ece,1,0.291348542124033,,,
resnet,bandpass,10,covariance,RA,mean_loss,1,0.7614270320690032,,,
resnet,bandpass,10,covariance,RA,mean_confidence,1,0.6393589377403259,,,
resnet,bandpass,10,covariance,RA,mean_entropy,1,0.6113976588736805,,,
resnet,bandpass,10,covariance,RA,clean_agreement,1,0.928,,,
resnet,bandpass,10,covariance,RA,probability_shift,1,0.0181233473122119,,,
resnet,bandpass,10,covariance,RA,auroc_NORM,1,0.693077230892357,,,
resnet,bandpass,10,covariance,RA,auroc_MI,1,0.5250162443144899,,,
resnet,bandpass,10,covariance,RA,auroc_STTC,1,0.4246031746031746,,,
resnet,bandpass,10,covariance,RA,auroc_CD,1,0.6445221445221445,,,
resnet,bandpass,10,covariance,RA,auroc_HYP,1,0.8811111111111112,,,
resnet,bandpass,10,covariance,RA,ap_NORM,1,0.624534299514303,,,
resnet,bandpass,10,covariance,RA,ap_MI,1,0.2644844060723835,,,
resnet,bandpass,10,covariance,RA,ap_STTC,1,0.3075914156781708,,,
resnet,bandpass,10,covariance,RA,ap_CD,1,0.350558939066772,,,
resnet,bandpass,10,covariance,RA,ap_HYP,1,0.5952362613721639,,,
